Country,Year,HepatitisB,Measles,BMI,Polio,Diphtheria,HIV/AIDS,Alcohol,LifeExpectancy 
Mongolia,2006,98.0,26.0,43.0,98.0,99.0,0.1,2.9,65.0
Mongolia,2005,98.0,0.0,42.1,99.0,99.0,0.1,2.8,64.5
Mongolia,2004,98.0,0.0,41.3,99.0,99.0,0.1,1.8,64.0
Mongolia,2003,98.0,18.0,4.5,98.0,98.0,0.1,1.3,64.0
Mongolia,2002,98.0,1205.0,39.8,98.0,98.0,0.1,2.4,63.8
Mongolia,2001,95.0,10677.0,39.1,95.0,95.0,0.1,2.9,63.2
Mongolia,2000,93.0,925.0,38.5,94.0,94.0,0.1,2.8,62.8
Montenegro,2015,82.0,0.0,61.8,89.0,89.0,0.1,0.0,76.1
Montenegro,2014,87.0,0.0,61.3,91.0,91.0,0.1,0.0,75.9
Montenegro,2013,9.0,0.0,6.7,94.0,94.0,0.1,0.0,75.8
Montenegro,2012,9.0,0.0,6.2,94.0,94.0,0.1,0.0,75.6
Montenegro,2011,91.0,5.0,59.7,95.0,95.0,0.1,6.6,75.4
Montenegro,2010,9.0,5.0,59.1,93.0,94.0,0.1,6.6,75.3
Montenegro,2009,87.0,0.0,58.5,91.0,92.0,0.1,6.5,75.0
Montenegro,2008,93.0,0.0,57.8,95.0,95.0,0.1,6.2,74.6
Montenegro,2007,9.0,0.0,57.2,92.0,92.0,0.1,5.0,74.2
Montenegro,2006,9.0,0.0,56.5,9.0,9.0,0.1,5.4,73.8
Montenegro,2005,0.0,0.0,55.7,0.0,0.0,0.1,0.0,73.6
Montenegro,2004,0.0,0.0,55.0,0.0,0.0,0.1,0.0,73.5
Montenegro,2003,0.0,0.0,54.2,0.0,0.0,0.1,0.0,73.5
Montenegro,2002,0.0,0.0,53.5,0.0,0.0,0.1,0.0,73.4
Montenegro,2001,0.0,0.0,52.7,0.0,0.0,0.1,0.0,73.3
Montenegro,2000,0.0,0.0,51.9,0.0,0.0,0.1,0.0,73.0
Morocco,2015,99.0,17.0,58.5,99.0,99.0,0.1,0.0,74.3
Morocco,2014,99.0,10.0,57.5,99.0,99.0,0.1,0.4,74.1
Morocco,2013,99.0,92.0,56.5,99.0,99.0,0.1,0.5,73.9
Morocco,2012,99.0,668.0,55.5,99.0,99.0,0.1,0.6,73.6
Morocco,2011,98.0,982.0,54.6,98.0,99.0,0.1,0.5,73.3
Morocco,2010,98.0,633.0,53.6,99.0,99.0,0.1,0.6,72.8
Morocco,2009,98.0,834.0,52.7,99.0,99.0,0.1,0.6,72.3
Morocco,2008,97.0,1455.0,51.7,99.0,99.0,0.1,0.5,71.8
Morocco,2007,95.0,2248.0,5.8,95.0,95.0,0.1,0.6,71.4
Morocco,2006,95.0,1217.0,49.9,97.0,97.0,0.1,0.6,71.0
Morocco,2005,96.0,0.0,49.1,98.0,98.0,0.1,0.5,77.0
Morocco,2004,95.0,6399.0,48.2,97.0,97.0,0.1,0.6,72.0
Morocco,2003,9.0,10841.0,47.3,91.0,91.0,0.1,0.6,69.9
Morocco,2002,92.0,6000.0,46.5,94.0,94.0,0.1,0.5,69.5
Morocco,2001,84.0,2724.0,45.7,93.0,96.0,0.1,0.5,69.0
Morocco,2000,43.0,7368.0,44.8,95.0,95.0,0.1,0.5,68.6
Mozambique,2015,8.0,79.0,22.6,8.0,8.0,3.9,0.0,57.6
Mozambique,2014,79.0,9.0,22.2,79.0,79.0,4.1,0.0,56.7
Mozambique,2013,78.0,8.0,21.8,78.0,78.0,5.1,1.2,55.3
Mozambique,2012,76.0,145.0,21.3,73.0,76.0,6.9,1.2,54.8
Mozambique,2011,76.0,177.0,2.9,73.0,76.0,9.6,0.9,54.3
Mozambique,2010,74.0,2321.0,2.5,73.0,74.0,10.8,1.0,54.0
Mozambique,2009,74.0,60.0,2.1,74.0,74.0,11.3,1.2,53.8
Mozambique,2008,75.0,4.0,19.7,74.0,75.0,12.6,1.5,53.2
Mozambique,2007,75.0,267.0,19.3,75.0,75.0,14.1,1.0,52.1
Mozambique,2006,75.0,183.0,18.9,73.0,78.0,16.3,1.2,51.2
Mozambique,2005,75.0,12598.0,18.5,71.0,8.0,16.2,1.2,58.0
Mozambique,2004,76.0,9396.0,18.1,69.0,83.0,15.9,1.5,54.0
Mozambique,2003,76.0,28898.0,17.7,67.0,85.0,15.3,1.7,51.0
Mozambique,2002,76.0,7155.0,17.3,76.0,76.0,14.5,2.2,49.8
Mozambique,2001,25.0,7085.0,16.9,72.0,73.0,13.4,2.1,49.5
Mozambique,2000,0.0,7375.0,16.5,69.0,7.0,12.2,1.1,49.0
Myanmar,2015,89.0,6.0,23.8,89.0,89.0,0.3,0.0,66.6
Myanmar,2014,88.0,122.0,22.9,88.0,88.0,0.3,0.0,66.4
Myanmar,2013,75.0,1010.0,22.1,76.0,75.0,0.4,0.7,66.2
Myanmar,2012,58.0,2175.0,21.3,87.0,84.0,0.5,0.6,65.9
Myanmar,2011,4.0,2046.0,2.5,9.0,84.0,0.5,0.3,65.6
Myanmar,2010,92.0,190.0,19.8,9.0,9.0,0.5,0.3,65.4
Myanmar,2009,91.0,329.0,19.1,9.0,9.0,0.6,0.3,65.2
Myanmar,2008,85.0,333.0,18.3,85.0,85.0,0.6,0.3,59.2
Myanmar,2007,85.0,1088.0,17.6,84.0,86.0,0.6,0.3,64.5
Myanmar,2006,75.0,760.0,17.0,82.0,82.0,0.6,0.3,64.2
Myanmar,2005,62.0,314.0,16.4,86.0,73.0,0.5,0.3,63.9
Myanmar,2004,39.0,1329.0,15.7,92.0,82.0,0.5,0.4,63.5
Myanmar,2003,8.0,830.0,15.2,86.0,78.0,0.5,0.4,63.2
Myanmar,2002,0.0,736.0,14.6,84.0,79.0,0.4,0.4,62.8
Myanmar,2001,0.0,2519.0,14.1,77.0,73.0,0.4,0.4,62.5
Myanmar,2000,0.0,845.0,13.6,88.0,82.0,0.4,0.4,62.1
Namibia,2015,92.0,212.0,35.7,92.0,92.0,2.1,0.0,65.8
Namibia,2014,88.0,477.0,34.9,88.0,88.0,2.2,0.0,65.9
Namibia,2013,89.0,1028.0,34.1,89.0,89.0,2.5,0.0,66.1
Namibia,2012,84.0,86.0,33.3,84.0,84.0,3.7,0.0,65.8
Namibia,2011,82.0,79.0,32.5,85.0,82.0,4.7,7.8,64.3
Namibia,2010,83.0,3138.0,31.8,83.0,83.0,6.2,7.6,63.0
Namibia,2009,0.0,4076.0,31.0,83.0,83.0,8.7,8.0,62.4
Namibia,2008,0.0,0.0,3.2,83.0,83.0,11.7,6.3,61.7
Namibia,2007,0.0,21.0,29.4,81.0,86.0,15.2,5.1,60.0
Namibia,2006,0.0,3.0,28.7,74.0,86.0,19.2,4.9,57.0
Namibia,2005,0.0,4.0,27.9,86.0,86.0,22.1,4.9,55.1
Namibia,2004,0.0,4.0,27.2,81.0,81.0,24.0,4.8,54.7
Namibia,2003,0.0,262.0,26.5,82.0,79.0,24.7,5.3,55.0
Namibia,2002,0.0,1278.0,25.8,78.0,77.0,24.6,5.1,55.7
Namibia,2001,0.0,416.0,25.1,79.0,78.0,23.9,5.1,56.5
Namibia,2000,0.0,469.0,24.5,8.0,79.0,22.8,5.7,57.4
Nepal,2015,91.0,1599.0,19.1,9.0,91.0,0.1,0.0,69.2
Nepal,2014,92.0,1279.0,18.5,92.0,92.0,0.1,0.0,69.6
Nepal,2013,92.0,1861.0,18.0,92.0,92.0,0.1,0.3,69.3
Nepal,2012,9.0,3362.0,17.4,9.0,9.0,0.2,0.3,68.9
Nepal,2011,92.0,2359.0,16.9,92.0,92.0,0.2,0.3,68.4
Nepal,2010,82.0,190.0,16.4,83.0,82.0,0.2,0.2,68.0
Nepal,2009,89.0,189.0,15.9,93.0,89.0,0.2,0.2,67.5
Nepal,2008,82.0,2089.0,15.4,82.0,82.0,0.2,0.2,67.0
Nepal,2007,82.0,1415.0,14.9,82.0,82.0,0.2,0.2,66.6
Nepal,2006,69.0,2838.0,14.4,91.0,89.0,0.2,0.2,66.0
Nepal,2005,41.0,5023.0,13.9,78.0,75.0,0.2,0.2,65.4
Nepal,2004,27.0,12074.0,13.4,8.0,8.0,0.2,0.2,64.7
Nepal,2003,2.0,13344.0,12.9,76.0,78.0,0.1,0.2,64.3
Nepal,2002,0.0,6749.0,12.4,72.0,72.0,0.1,0.2,63.1
Nepal,2001,0.0,10849.0,11.9,73.0,72.0,0.1,0.1,63.2
Nepal,2000,0.0,9397.0,11.4,74.0,74.0,0.1,0.1,62.5
Netherlands,2015,94.0,7.0,62.1,95.0,95.0,0.1,0.0,81.9
Netherlands,2014,92.0,140.0,61.6,96.0,96.0,0.1,0.0,81.7
Netherlands,2013,51.0,2632.0,61.0,97.0,97.0,0.1,8.7,81.4
Netherlands,2012,2.0,10.0,6.5,97.0,97.0,0.1,9.1,81.1
Netherlands,2011,2.0,51.0,59.9,97.0,97.0,0.1,9.0,81.1
Netherlands,2010,0.0,15.0,59.3,97.0,97.0,0.1,9.3,88.0
Netherlands,2009,0.0,15.0,58.6,97.0,97.0,0.1,9.2,86.0
Netherlands,2008,0.0,109.0,57.9,97.0,97.0,0.1,9.6,83.0
Netherlands,2007,0.0,10.0,57.3,97.0,97.0,0.1,9.5,82.0
Netherlands,2006,0.0,1.0,56.5,96.0,96.0,0.1,9.8,79.8
Netherlands,2005,0.0,4.0,55.8,96.0,96.0,0.1,9.7,79.4
Netherlands,2004,0.0,11.0,55.0,98.0,98.0,0.1,9.6,79.2
Netherlands,2003,0.0,4.0,54.2,98.0,98.0,0.1,9.6,78.7
Netherlands,2002,0.0,3.0,53.4,97.0,97.0,0.1,9.7,78.4
Netherlands,2001,0.0,0.0,52.6,97.0,97.0,0.1,10.0,78.3
Netherlands,2000,0.0,1019.0,51.8,97.0,97.0,0.1,10.1,78.1
Nicaragua,2015,98.0,0.0,54.0,99.0,98.0,0.1,0.0,74.8
Nicaragua,2014,98.0,0.0,53.2,99.0,98.0,0.1,3.6,74.5
Nicaragua,2013,98.0,0.0,52.4,99.0,98.0,0.1,3.6,73.9
Nicaragua,2012,98.0,0.0,51.7,99.0,98.0,0.1,3.6,73.9
Nicaragua,2011,98.0,0.0,5.9,99.0,98.0,0.1,3.4,74.5
Nicaragua,2010,98.0,0.0,5.2,99.0,98.0,0.1,3.4,73.2
Nicaragua,2009,98.0,0.0,49.4,99.0,98.0,0.2,3.4,73.2
Nicaragua,2008,97.0,0.0,48.6,97.0,97.0,0.2,3.6,72.5
Nicaragua,2007,93.0,0.0,47.9,93.0,93.0,0.2,3.8,72.5
Nicaragua,2006,88.0,0.0,47.1,88.0,88.0,0.3,3.7,73.0
Nicaragua,2005,86.0,0.0,46.4,87.0,86.0,0.3,3.7,71.2
Nicaragua,2004,79.0,0.0,45.7,8.0,79.0,0.3,3.8,71.0
Nicaragua,2003,86.0,0.0,44.9,86.0,86.0,0.3,3.8,76.0
Nicaragua,2002,85.0,0.0,44.2,85.0,85.0,0.4,3.5,75.0
Nicaragua,2001,87.0,0.0,43.5,89.0,87.0,0.4,3.5,73.0
Nicaragua,2000,83.0,0.0,42.8,85.0,83.0,0.4,3.6,73.0
Niger,2015,65.0,7693.0,19.3,65.0,65.0,0.4,0.0,61.8
Niger,2014,68.0,1142.0,18.9,67.0,68.0,0.5,0.0,61.4
Niger,2013,67.0,1224.0,18.5,56.0,67.0,0.6,0.0,69.0
Niger,2012,71.0,272.0,18.1,71.0,71.0,0.7,0.0,63.0
Niger,2011,75.0,771.0,17.7,4.0,75.0,0.7,0.2,59.4
Niger,2010,7.0,372.0,17.3,75.0,7.0,0.9,0.1,58.2
Niger,2009,71.0,801.0,16.9,71.0,71.0,1.1,0.1,57.1
Niger,2008,0.0,1317.0,16.5,68.0,67.0,1.3,0.1,56.0
Niger,2007,0.0,282.0,16.1,57.0,57.0,1.4,0.1,55.2
Niger,2006,0.0,59.0,15.7,52.0,51.0,1.5,0.1,54.5
Niger,2005,0.0,2183.0,15.4,46.0,45.0,1.6,0.1,53.7
Niger,2004,0.0,63057.0,15.0,45.0,43.0,1.6,0.1,52.9
Niger,2003,0.0,54190.0,14.6,44.0,41.0,1.6,0.1,52.1
Niger,2002,0.0,31584.0,14.3,43.0,39.0,1.6,0.1,51.4
Niger,2001,0.0,61208.0,13.9,42.0,36.0,1.6,0.1,56.0
Niger,2000,0.0,21319.0,13.6,41.0,34.0,1.5,0.1,50.0
Nigeria,2015,49.0,12423.0,25.4,49.0,49.0,3.7,0.0,54.5
Nigeria,2014,49.0,6855.0,24.7,49.0,49.0,3.9,0.0,53.6
Nigeria,2013,46.0,52852.0,24.1,46.0,46.0,3.9,8.3,53.2
Nigeria,2012,42.0,6447.0,23.5,42.0,42.0,4.4,8.5,52.7
Nigeria,2011,46.0,18843.0,22.8,48.0,48.0,4.7,8.8,52.3
Nigeria,2010,49.0,8491.0,22.2,54.0,54.0,4.8,8.9,52.0
Nigeria,2009,63.0,1272.0,21.6,66.0,63.0,4.9,9.1,51.6
Nigeria,2008,41.0,9960.0,21.0,6.0,53.0,5.0,9.3,59.0
Nigeria,2007,42.0,2613.0,2.4,54.0,42.0,5.2,9.6,55.0
Nigeria,2006,27.0,704.0,19.9,46.0,4.0,5.3,9.7,49.8
Nigeria,2005,18.0,110927.0,19.3,45.0,36.0,5.4,9.7,49.2
Nigeria,2004,0.0,31521.0,18.8,43.0,33.0,5.4,9.8,48.5
Nigeria,2003,0.0,141258.0,18.3,42.0,29.0,5.4,9.8,48.1
Nigeria,2002,0.0,42007.0,17.8,4.0,25.0,5.3,9.6,47.7
Nigeria,2001,0.0,168107.0,17.3,36.0,27.0,5.1,9.6,47.4
Nigeria,2000,0.0,212183.0,16.9,31.0,29.0,4.9,9.2,47.1
Norway,2015,0.0,14.0,61.2,95.0,95.0,0.1,6.0,81.8
Norway,2014,0.0,3.0,6.8,93.0,93.0,0.1,6.1,81.6
Norway,2013,0.0,8.0,6.3,94.0,94.0,0.1,6.2,81.5
Norway,2012,0.0,4.0,59.8,95.0,95.0,0.1,6.2,81.3
Norway,2011,0.0,39.0,59.4,94.0,94.0,0.1,6.5,81.1
Norway,2010,0.0,3.0,58.9,93.0,93.0,0.1,6.6,81.0
Norway,2009,0.0,2.0,58.5,94.0,94.0,0.1,6.7,89.0
Norway,2008,0.0,4.0,58.0,94.0,94.0,0.1,6.8,86.0
Norway,2007,0.0,0.0,57.5,93.0,93.0,0.1,6.6,85.0
Norway,2006,0.0,0.0,57.0,94.0,94.0,0.1,6.5,84.0
Norway,2005,0.0,0.0,56.5,91.0,91.0,0.1,6.4,81.0
Norway,2004,0.0,7.0,55.9,92.0,92.0,0.1,6.2,79.8
Norway,2003,0.0,8.0,55.3,92.0,92.0,0.1,6.0,79.4
Norway,2002,0.0,5.0,54.6,93.0,93.0,0.1,5.9,78.9
Norway,2001,0.0,4.0,54.0,91.0,91.0,0.1,5.5,78.8
Norway,2000,0.0,0.0,53.3,91.0,9.0,0.1,5.7,78.5
Pakistan,2015,72.0,386.0,25.4,72.0,72.0,0.1,0.0,66.4
Pakistan,2014,72.0,1370.0,24.7,72.0,72.0,0.1,0.0,66.2
Pakistan,2013,72.0,8749.0,23.9,72.0,72.0,0.1,0.0,66.0
Pakistan,2012,72.0,8046.0,23.2,72.0,72.0,0.1,0.0,65.7
Pakistan,2011,74.0,4386.0,22.5,75.0,74.0,0.1,0.0,65.5
Pakistan,2010,82.0,4321.0,21.9,82.0,82.0,0.1,0.0,65.1
Pakistan,2009,78.0,863.0,21.3,7.0,71.0,0.1,0.0,64.8
Pakistan,2008,65.0,1129.0,2.6,7.0,62.0,0.1,0.0,64.6
Pakistan,2007,75.0,2801.0,2.1,75.0,75.0,0.1,0.0,64.4
Pakistan,2006,78.0,7641.0,19.5,77.0,78.0,0.1,0.0,64.2
Pakistan,2005,7.0,2981.0,18.9,78.0,77.0,0.1,0.0,62.9
Pakistan,2004,65.0,4248.0,18.4,65.0,65.0,0.1,0.0,63.7
Pakistan,2003,63.0,4740.0,17.9,69.0,67.0,0.1,0.0,63.5
Pakistan,2002,0.0,3903.0,17.4,71.0,68.0,0.1,0.0,63.2
Pakistan,2001,0.0,3849.0,16.9,68.0,65.0,0.1,0.0,63.0
Pakistan,2000,0.0,2064.0,16.4,65.0,62.0,0.1,0.0,62.8
Palau,2013,99.0,0.0,83.3,99.0,99.0,0.1,0.0,
Panama,2015,73.0,0.0,57.8,72.0,73.0,0.1,0.0,77.8
Panama,2014,8.0,0.0,57.1,8.0,8.0,0.1,6.7,77.6
Panama,2013,8.0,0.0,56.3,81.0,8.0,0.1,6.9,77.5
Panama,2012,85.0,0.0,55.6,87.0,85.0,0.1,7.0,77.2
Panama,2011,87.0,4.0,54.9,91.0,87.0,0.1,6.9,77.3
Panama,2010,94.0,0.0,54.2,95.0,94.0,0.1,6.9,76.5
Panama,2009,85.0,0.0,53.4,85.0,85.0,0.1,6.9,76.8
Panama,2008,86.0,0.0,52.7,86.0,86.0,0.1,6.7,76.5
Panama,2007,85.0,0.0,51.9,84.0,85.0,0.2,6.2,76.4
Panama,2006,88.0,0.0,51.1,98.0,88.0,0.1,5.7,76.2
Panama,2005,92.0,0.0,5.3,88.0,92.0,0.1,5.5,75.8
Panama,2004,95.0,0.0,49.5,92.0,95.0,0.2,5.7,75.8
Panama,2003,98.0,0.0,48.6,95.0,98.0,0.1,5.5,75.5
Panama,2002,98.0,0.0,47.8,99.0,99.0,0.2,5.5,75.7
Panama,2001,98.0,0.0,46.9,95.0,99.0,0.1,5.4,75.5
Panama,2000,0.0,0.0,45.9,99.0,98.0,0.2,5.6,75.7
Papua New Guinea,2015,67.0,38.0,48.6,74.0,73.0,0.6,0.0,62.9
Papua New Guinea,2014,67.0,2299.0,47.9,64.0,73.0,0.7,0.0,62.7
Papua New Guinea,2013,73.0,12.0,47.2,8.0,79.0,0.8,0.0,62.4
Papua New Guinea,2012,68.0,0.0,46.4,81.0,74.0,1.0,0.0,62.2
Papua New Guinea,2011,66.0,0.0,45.7,69.0,72.0,1.0,0.9,62.0
Papua New Guinea,2010,56.0,0.0,44.9,72.0,67.0,1.1,0.8,61.8
Papua New Guinea,2009,66.0,0.0,44.2,79.0,73.0,1.1,0.8,61.6
Papua New Guinea,2008,59.0,0.0,43.4,76.0,63.0,1.3,0.8,61.4
Papua New Guinea,2007,61.0,0.0,42.7,72.0,71.0,1.4,0.7,61.1
Papua New Guinea,2006,71.0,1.0,41.9,67.0,72.0,1.5,0.6,68.0
Papua New Guinea,2005,63.0,1222.0,41.1,61.0,72.0,1.5,0.8,64.0
Papua New Guinea,2004,6.0,1385.0,4.4,59.0,62.0,1.5,0.6,59.9
Papua New Guinea,2003,67.0,3863.0,39.6,62.0,68.0,1.4,0.6,59.6
Papua New Guinea,2002,6.0,17620.0,38.9,54.0,61.0,1.4,0.6,59.3
Papua New Guinea,2001,59.0,4023.0,38.2,52.0,55.0,1.3,0.7,59.1
Papua New Guinea,2000,57.0,7135.0,37.5,51.0,59.0,1.1,0.7,58.9
Paraguay,2015,93.0,0.0,5.2,89.0,93.0,0.2,0.0,74.0
Paraguay,2014,87.0,0.0,49.4,83.0,87.0,0.2,0.0,73.9
Paraguay,2013,86.0,0.0,48.6,8.0,86.0,0.2,5.0,73.8
Paraguay,2012,87.0,0.0,47.9,83.0,87.0,0.1,5.4,73.6
Paraguay,2011,89.0,0.0,47.1,84.0,89.0,0.1,5.8,73.4
Paraguay,2010,89.0,0.0,46.4,85.0,89.0,0.1,5.7,73.2
Paraguay,2009,85.0,0.0,45.6,81.0,85.0,0.1,5.4,73.0
Paraguay,2008,87.0,0.0,44.9,85.0,89.0,0.1,6.1,72.7
Paraguay,2007,86.0,0.0,44.2,95.0,95.0,0.1,5.6,72.5
Paraguay,2006,92.0,0.0,43.5,98.0,98.0,0.2,5.6,72.3
Paraguay,2005,92.0,0.0,42.8,96.0,96.0,0.2,6.4,72.1
Paraguay,2004,9.0,0.0,42.0,92.0,92.0,0.2,6.2,71.9
Paraguay,2003,86.0,0.0,41.3,86.0,86.0,0.1,6.6,71.7
Paraguay,2002,0.0,0.0,4.6,87.0,87.0,0.1,5.7,71.5
Paraguay,2001,0.0,0.0,39.8,9.0,89.0,0.1,6.7,71.2
Paraguay,2000,0.0,0.0,39.1,86.0,86.0,0.1,6.8,79.0
Peru,2015,9.0,4.0,55.6,88.0,9.0,0.1,0.0,75.5
Peru,2014,88.0,0.0,54.9,78.0,88.0,0.1,0.0,75.3
Peru,2013,88.0,0.0,54.2,71.0,88.0,0.1,5.4,75.3
Peru,2012,95.0,0.0,53.6,94.0,95.0,0.1,5.1,74.9
Peru,2011,91.0,0.0,52.9,91.0,91.0,0.2,4.8,74.5
Peru,2010,93.0,0.0,52.2,92.0,93.0,0.2,4.7,73.7
Peru,2009,93.0,0.0,51.5,92.0,93.0,0.3,4.7,73.8
Peru,2008,93.0,1.0,5.8,93.0,93.0,0.3,4.9,73.9
Peru,2007,93.0,0.0,5.2,93.0,93.0,0.3,4.3,74.0
Peru,2006,94.0,0.0,49.5,94.0,94.0,0.4,4.2,74.2
Peru,2005,94.0,0.0,48.8,66.0,77.0,0.4,4.4,72.8
Peru,2004,92.0,0.0,48.1,81.0,86.0,0.4,4.3,72.2
Peru,2003,65.0,0.0,47.4,95.0,94.0,0.4,4.5,72.1
Peru,2002,0.0,0.0,46.7,95.0,95.0,0.4,4.0,72.6
Peru,2001,0.0,0.0,46.1,9.0,9.0,0.5,4.2,72.4
Peru,2000,0.0,1.0,45.4,93.0,98.0,0.5,4.6,71.4
Philippines,2015,6.0,619.0,25.4,79.0,6.0,0.1,0.0,68.5
Philippines,2014,67.0,58848.0,24.8,77.0,67.0,0.1,4.5,68.4
Philippines,2013,89.0,2920.0,24.3,84.0,89.0,0.1,4.6,68.1
Philippines,2012,88.0,1536.0,23.7,88.0,88.0,0.1,5.0,68.1
Philippines,2011,87.0,6538.0,23.1,87.0,87.0,0.1,5.0,68.0
Philippines,2010,77.0,6368.0,22.6,78.0,79.0,0.1,4.9,67.9
Philippines,2009,85.0,1469.0,22.1,86.0,87.0,0.1,4.4,68.0
Philippines,2008,88.0,341.0,21.6,91.0,91.0,0.1,4.2,67.5
Philippines,2007,87.0,530.0,21.1,87.0,87.0,0.1,4.2,67.5
Philippines,2006,77.0,9.0,2.6,88.0,88.0,0.1,4.1,67.3
Philippines,2005,49.0,118.0,2.1,9.0,89.0,0.1,4.2,67.0
Philippines,2004,48.0,3025.0,19.6,85.0,88.0,0.1,4.5,67.3
Philippines,2003,52.0,10511.0,19.2,85.0,84.0,0.1,4.4,67.2
Philippines,2002,42.0,7003.0,18.7,77.0,79.0,0.1,4.4,66.8
Philippines,2001,45.0,7360.0,18.3,76.0,79.0,0.1,4.5,66.8
Philippines,2000,7.0,7120.0,17.8,74.0,78.0,0.1,4.7,66.8
Poland,2015,96.0,0.0,61.7,92.0,98.0,0.1,0.0,77.5
Poland,2014,96.0,0.0,61.1,94.0,98.0,0.1,10.7,77.3
Poland,2013,96.0,84.0,6.4,95.0,99.0,0.1,11.6,77.1
Poland,2012,97.0,71.0,59.7,95.0,99.0,0.1,10.8,76.8
Poland,2011,98.0,0.0,59.1,96.0,99.0,0.1,10.9,76.7
Poland,2010,98.0,13.0,58.4,96.0,99.0,0.1,10.6,76.3
Poland,2009,98.0,115.0,57.8,96.0,99.0,0.1,10.7,75.7
Poland,2008,98.0,0.0,57.2,96.0,99.0,0.1,11.4,75.5
Poland,2007,98.0,40.0,56.6,99.0,99.0,0.1,10.9,75.3
Poland,2006,98.0,120.0,56.0,99.0,99.0,0.1,10.4,75.2
Poland,2005,98.0,13.0,55.5,99.0,99.0,0.1,9.5,75.0
Poland,2004,98.0,11.0,55.0,99.0,99.0,0.1,9.2,74.9
Poland,2003,97.0,48.0,54.5,98.0,99.0,0.1,9.1,74.7
Poland,2002,98.0,34.0,54.0,98.0,99.0,0.1,8.0,74.5
Poland,2001,95.0,133.0,53.6,98.0,98.0,0.1,7.7,74.2
Poland,2000,99.0,77.0,53.1,98.0,98.0,0.1,8.4,73.7
Portugal,2015,98.0,8.0,61.6,98.0,98.0,0.1,0.0,81.1
Portugal,2014,98.0,0.0,6.9,98.0,98.0,0.1,9.9,89.0
Portugal,2013,98.0,1.0,6.2,98.0,98.0,0.1,10.0,86.0
Portugal,2012,98.0,23.0,59.5,98.0,98.0,0.1,12.0,83.0
Portugal,2011,97.0,2.0,58.8,97.0,97.0,0.1,11.9,82.0
Portugal,2010,97.0,5.0,58.1,97.0,98.0,0.1,12.3,79.6
Portugal,2009,96.0,3.0,57.3,96.0,96.0,0.1,12.0,79.3
Portugal,2008,97.0,1.0,56.5,97.0,97.0,0.1,12.4,79.0
Portugal,2007,97.0,0.0,55.7,96.0,97.0,0.1,12.6,78.7
Portugal,2006,97.0,0.0,54.9,97.0,97.0,0.1,13.1,78.5
Portugal,2005,94.0,7.0,54.1,93.0,93.0,0.1,13.3,77.7
Portugal,2004,94.0,5.0,53.3,95.0,95.0,0.1,13.5,78.0
Portugal,2003,94.0,8.0,52.5,96.0,99.0,0.1,14.2,77.3
Portugal,2002,82.0,8.0,51.7,96.0,98.0,0.1,12.0,77.2
Portugal,2001,7.0,0.0,5.9,96.0,97.0,0.1,12.2,76.9
Portugal,2000,58.0,45.0,5.1,96.0,96.0,0.1,11.9,76.6
Romania,2015,9.0,4.0,6.7,89.0,89.0,0.1,0.0,75.0
Romania,2014,94.0,59.0,59.9,94.0,94.0,0.1,0.0,74.8
Romania,2013,96.0,1159.0,59.2,88.0,92.0,0.1,9.6,74.6
Romania,2012,96.0,7450.0,58.4,92.0,91.0,0.1,9.6,74.4
Romania,2011,96.0,4189.0,57.7,89.0,89.0,0.1,9.1,74.3
Romania,2010,98.0,193.0,56.9,94.0,94.0,0.1,9.0,73.4
Romania,2009,95.0,8.0,56.3,95.0,95.0,0.1,10.4,73.1
Romania,2008,97.0,12.0,55.6,95.0,96.0,0.1,11.9,73.1
Romania,2007,99.0,353.0,55.0,96.0,96.0,0.1,10.6,72.9
Romania,2006,99.0,3196.0,54.4,97.0,97.0,0.1,8.5,72.5
Romania,2005,98.0,5043.0,53.9,97.0,97.0,0.1,7.7,71.9
Romania,2004,99.0,117.0,53.4,97.0,97.0,0.1,9.8,71.7
Romania,2003,98.0,9.0,52.9,97.0,97.0,0.1,8.8,71.1
Romania,2002,99.0,14.0,52.4,98.0,98.0,0.1,9.6,77.0
Romania,2001,98.0,10.0,51.9,99.0,99.0,0.1,9.8,78.0
Romania,2000,98.0,35.0,51.4,99.0,99.0,0.1,10.2,77.0
Russian Federation,2015,97.0,843.0,6.5,97.0,97.0,0.1,0.0,75.0
Russian Federation,2014,97.0,4711.0,59.9,97.0,97.0,0.1,10.1,73.0
Russian Federation,2013,97.0,2339.0,59.3,98.0,97.0,0.2,10.6,70.0
Russian Federation,2012,97.0,2123.0,58.7,98.0,97.0,0.3,11.0,69.6
Russian Federation,2011,97.0,629.0,58.1,97.0,97.0,0.3,11.0,69.4
Russian Federation,2010,97.0,129.0,57.5,98.0,97.0,0.2,11.1,68.4
Russian Federation,2009,98.0,101.0,57.0,98.0,98.0,0.3,11.2,68.2
Russian Federation,2008,98.0,27.0,56.6,98.0,98.0,0.3,12.0,67.5
Russian Federation,2007,98.0,173.0,56.1,98.0,98.0,0.3,12.2,67.3
Russian Federation,2006,98.0,1147.0,55.7,98.0,98.0,0.3,11.8,66.4
Russian Federation,2005,97.0,454.0,55.3,98.0,98.0,0.3,11.6,65.0
Russian Federation,2004,96.0,2444.0,55.0,98.0,97.0,0.3,11.5,64.9
Russian Federation,2003,94.0,3291.0,54.7,97.0,96.0,0.4,11.3,64.6
Russian Federation,2002,81.0,580.0,54.5,97.0,97.0,0.3,10.9,64.8
